source_row_id,source_dataset,day_only,month,year,site_raw,district_raw,origin_larvae_collection_raw,breeding_site_type_raw,agri_insecticide_1_raw,agri_insecticide_2_raw,agri_insecticide_3_raw,anopheles_species_raw,species_source_dataset,quality_flag
1746,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1747,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1748,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1749,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1750,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1751,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1752,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1753,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1754,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1755,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1756,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1757,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1758,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1759,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1760,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1761,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1762,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1763,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1764,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1765,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1766,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1767,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1768,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1769,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1770,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1771,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1772,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1773,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1774,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1775,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1776,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1777,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1778,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1779,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1780,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1781,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1782,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1783,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1784,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1785,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1786,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1787,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1788,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1789,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1790,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1791,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1792,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1793,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.ziemmani",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1794,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.rivulorum",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1795,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1796,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1797,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1798,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1799,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1800,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1801,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1802,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1803,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1804,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1805,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1806,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1807,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1808,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.dthali",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1809,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1810,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1811,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1812,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1813,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1814,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1815,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1816,mosquito_behavior_raw.xls,17.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1817,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1818,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1819,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1820,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1821,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.salbaii",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1822,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1823,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.salbaii",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1824,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1825,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1826,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1827,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1828,mosquito_behavior_raw.xls,18.0,,,Gahini,Kayonza,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1829,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1830,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1831,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1832,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1833,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1834,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1835,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1836,mosquito_behavior_raw.xls,1.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.maculpalpis, An.brohieri",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1837,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1838,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1839,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1840,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1841,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1842,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1843,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),"An.gambiae s.l, An.macupalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1844,mosquito_behavior_raw.xls,3.0,,,Nyagasambu,Rwamagana,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
